TotalFile:1888	PakTime:2025-10-29 11:30:18	PakTimeSave:6901985a	CRC:31f28d6a
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
479	46fe2a02	2025-9-3 10:16:4	\setting\map\map_info\baihuazhen_2_chmyzhhzh2\info.txt	715	417	4	fca777a3
480	4709ce0a	2025-9-3 10:16:5	\setting\map\map_info\hl_yl_guizu\info.txt	1167	452	4	8596ac72
481	4713ae17	2025-9-3 10:16:5	\setting\map\map_info\wudangpai\info.txt	2624	986	4	f17eac64
482	47304ad8	2025-9-3 10:16:5	\setting\map\map_info\menpaijingjichang_emei\info.txt	1348	445	4	97773bc4
483	47314d9b	2025-9-3 10:16:9	\setting\item\001\equip\general\cuff.txt	11181	1736	4	a195d4bc
484	475093d1	2025-9-3 10:16:2	\setting\task\linktask\type_select.txt	553	234	4	35ec02d0
485	47a4b208	2025-9-3 10:16:5	\setting\map\map_info\lingxiucun\info.txt	2567	1034	4	4f918de1
486	47c3828d	2025-9-3 10:16:1	\setting\player\pkparam.ini	1520	758	4	63b3b718
487	47d0f654	2025-9-7 17:22:33	\setting\battle\map\pingyuan\shuaiqidian1.txt	123	83	4	2f1f1268
488	483a1ed3	2025-9-3 10:16:5	\setting\map\map_info\fenmingtangyan2\info.txt	474	338	4	ec775178
489	4845b6b3	2025-9-7 17:22:30	\setting\player\res\m_head_info.txt	6902	542	4	ce8c1d45
490	48495fd6	2025-9-3 10:16:9	\setting\downloader\reslist\map\taihanggujing\element_res.txt	4723	1041	4	49b884a9
491	48682600	2025-9-3 10:16:0	\setting\domainbattle\official.txt	229	149	4	487fdb91
492	488da6e0	2025-9-3 10:16:9	\setting\downloader\reslist\map\wuyishan\element_res.txt	10944	2014	4	716b709c
493	48df147a	2025-9-7 17:22:33	\setting\map\map_info\longmenzhen_shinei\info.txt	229	175	4	92bb7e25
494	493ae0cb	2025-9-7 17:22:35	\setting\map\map_info\fuliudong\trap\to_fenmingtangshi1.txt	363	129	4	9b6a50e9
495	494b6ef0	2025-9-7 17:22:35	\setting\map\map_info\zhanchang_pingyuan_yangzhou\trap\houying1_daying1.txt	429	168	4	8b53ddaf
496	4962c8b9	2025-9-3 10:16:5	\setting\map\map_info\hl_yl_wanghou\info.txt	1159	436	4	17870b59
497	4983689f	2025-9-7 17:22:33	\setting\downloader\reslist\fightskill\daliduanshi.txt	1609	333	4	e9e369d0
498	49d4233c	2025-9-7 17:22:33	\setting\downloader\reslist\fightskill\kunlun.txt	2136	445	4	9d83ffd7
499	4aa844c4	2025-9-3 10:16:5	\setting\map\map_info\hunyangdianming2\info.txt	463	334	4	a24595d5
500	4ae581f5	2025-9-7 17:22:34	\setting\downloader\reslist\map\sancengchuancang\setting_res.txt	937	157	4	eb5bc96f
501	4ae952fb	2025-9-3 10:16:5	\setting\map\map_info\wudujiao\info.txt	5205	1438	4	7b8f5de9
502	4b3fda87	2025-9-7 17:22:35	\setting\map\map_info\shennvfeng\trap\to_molongdiandian1.txt	363	123	4	9a1fb765
503	4b6bbe55	2025-9-7 17:22:30	\setting\player\res\f_weapon_leftweapon_effect_info.txt	3483	519	4	ac972e80
504	4b8267eb	2025-9-7 17:22:34	\setting\map\map_info\dalifu\npc\chengzhan_zhanche_dali.txt	55	49	4	6ab88bee
505	4b8440f4	2025-9-7 17:22:35	\setting\map\map_info\erhaimoyan\npc\jianzei.txt	55	52	4	923f50c
506	4ba5e2fd	2025-9-3 10:16:5	\setting\map\map_info\linanfu_zhulijing\info.txt	817	436	4	309d2ec5
507	4bd95cfa	2025-9-7 17:22:30	\setting\player\res\f_mantle_mantle.txt	9288	1701	4	4333922d
508	4c0de3c0	2025-9-7 17:22:35	\setting\map\map_info\liansaihuichang\npc\wupinbaoguanren.txt	69	62	4	4a2fc85d
509	4c31a9dc	2025-9-7 17:22:35	\setting\map\map_info\erhaimoyan\npc\xuefengteng.txt	55	51	4	807c8ea1
510	4c63805d	2025-9-3 10:16:5	\setting\map\map_info\wulinleitai_xiangyang\info.txt	368	268	4	caa7c506
511	4c994531	2025-9-3 10:16:4	\setting\map\map_info\bainiantianlao\info.txt	907	438	4	54fc9d7b
512	4d37529d	2025-9-3 10:16:1	\setting\boss\hellxoyo\yinhuapopo.ini	870	333	4	cd1413b3
513	4d81dc74	2025-9-3 10:16:1	\setting\tutorial\tutorial_tasklist.txt	39908	7549	4	ac1993d2
514	4d92256b	2025-9-7 17:22:35	\setting\map\map_info\zhanchang_pingyuan_fengxiang\trap\houying1_daying1.txt	429	168	4	8b53ddaf
515	4dd1349c	2025-9-3 10:16:5	\setting\task\newcalendar\time\junying.txt	435	233	4	2eb41033
516	4dfb0719	2025-9-7 17:22:35	\setting\map\map_info\molongdiandian2\trap\to_shennvfeng2.txt	363	130	4	e6b5f4ca
517	4e14dfff	2025-9-3 10:16:5	\setting\map\map_info\hupanzhulin_2\info.txt	1184	468	4	e9704e35
518	4e51790e	2025-9-3 10:16:5	\setting\npc\droprate\gaojidadao\gaoshixian.txt	1207	395	4	f9f01dd6
519	4e8c2c18	2025-9-3 10:16:5	\setting\map\map_info\longwangmiao_1\info.txt	503	340	4	b82e4834
520	4ef4d058	2025-9-3 10:16:1	\setting\boss\gaojidadao\95boss_jin.ini	1156	441	4	4eb5afd3
521	4efd6f72	2025-9-3 10:16:5	\setting\map\map_info\huanggongdadian\info.txt	1284	475	4	b2796414
522	4f204977	2025-9-3 10:16:9	\setting\downloader\reslist\map\xoyo_lv6_youxia2\element_res.txt	1597	425	4	1325ac36
523	4f9115d2	2025-9-3 10:16:9	\setting\downloader\reslist\map\xuezhangzhunbei\element_res.txt	1649	442	4	e5539a3d
524	4fa4a51e	2025-9-7 17:22:35	\setting\map\map_info\yelangjiuxu\trap\to_molongdianfeng2.txt	363	130	4	e6302a1d
525	4fbe9e96	2025-9-3 10:16:9	\setting\downloader\reslist\map\yunzhongzhen\element_res.txt	19726	3844	4	f4b3faba
526	4fc3c974	2025-9-7 17:22:35	\setting\map\map_info\fenmingtangyan2\trap\to_suoyunyuan2.txt	363	130	4	e6b5f4ca
527	501bbdaf	2025-9-3 10:16:1	\setting\player\portrait.ini	1791	547	4	d5ad5f6b
528	503ab4c4	2025-9-3 10:16:9	\setting\downloader\reslist\map\baizushiji\element_res.txt	10497	2077	4	dd93a579
529	503c6498	2025-9-3 10:16:9	\setting\downloader\reslist\map\huanghelou\element_res.txt	10239	2032	4	2aa484db
530	503e15eb	2025-9-3 10:16:5	\setting\map\map_info\jinguohuangling_2_wsjs\info.txt	485	343	4	18a2ea4a
531	50437113	2025-9-3 10:16:9	\setting\downloader\reslist\map\minju_zhongxing\element_res.txt	1935	451	4	c61b0279
532	50ad5a8f	2025-9-3 10:16:4	\setting\map\map_info\bingxuemigong_1\info.txt	1237	446	4	4ea682e1
533	50b501ce	2025-9-3 10:16:1	\setting\boss\xoyogame\mojun.ini	1092	490	4	5eca5720
534	50bf7905	2025-9-3 10:16:5	\setting\npc\droprate\gaojidadao\shiyuehufa.txt	295	169	4	959ee6fa
535	50cadbc3	2025-9-3 10:16:9	\setting\downloader\reslist\map\xoyo_lv7_bai\element_res.txt	1042	309	4	1e56ca1c
536	50e0b92b	2025-9-3 10:16:5	\setting\map\map_info\funiushanjunying2\info.txt	2601	977	4	26a39b74
537	50ec28ab	2025-9-7 17:22:34	\setting\item\001\extern\value\enhance_value.txt	183	115	4	4d08a4c3
538	5118b234	2025-9-3 10:16:9	\setting\downloader\reslist\map\xixiayipintang\element_res.txt	9641	1890	4	4ae6d40e
539	5120405a	2025-9-7 17:22:33	\setting\map\map_info\bingxuemigong_3\info.txt	229	175	4	92bb7e25
540	51a27eb7	2025-9-3 10:16:9	\setting\downloader\reslist\map\qingluodao\element_res.txt	11848	2192	4	d21ed313
541	51a63f32	2025-9-3 10:16:9	\setting\downloader\reslist\map\dayutai\element_res.txt	7338	1487	4	63fc9335
542	51ee68d2	2025-9-3 10:16:9	\setting\downloader\reslist\map\chiyoudong\element_res.txt	2013	526	4	db2b5957
543	51fe3163	2025-9-7 17:22:33	\setting\downloader\reslist\fightskill\wudu.txt	1755	369	4	6b2e71bb
544	5210cdbb	2025-9-3 10:16:4	\setting\event\jieri\201108_Tanabata\tanabatabook.txt	9871	5689	4	b7fa2249
545	522ab504	2025-9-3 10:16:0	\setting\ibshop\bindcoinshop.txt	1323	722	4	f9d99ce3
546	528c662c	2025-9-3 10:16:5	\setting\map\map_info\funiushan\info.txt	3550	1077	4	3e71aea6
547	52b7cb82	2025-9-3 10:16:5	\setting\map\map_info\xiaoyaogu_lv4\info.txt	451	288	4	545a371b
548	52c57750	2025-9-3 10:16:9	\setting\item\001\equip\general\rangeweapon.txt	17479	2174	4	e842e120
549	52c8e8f8	2025-9-3 10:16:9	\setting\downloader\reslist\map\tanlin_2_zhp\element_res.txt	2497	610	4	92a2c6d3
550	52e5690a	2025-9-3 10:16:1	\setting\shop\goods.txt	240548	46682	4	e03267b7
551	52fbe7de	2025-9-3 10:16:5	\setting\map\map_info\global_songjin_baomingdian\info.txt	655	338	4	7d98d070
552	5339e1de	2025-9-3 10:16:9	\setting\item\001\equip\purple\amulet.txt	143025	8086	4	3bf55232
553	53c2f06e	2025-9-3 10:16:5	\setting\map\map_info\liangxianglinyingzhang\info.txt	603	350	4	33ef8509
554	53c2fbbf	2025-9-7 17:22:30	\setting\boss\xiakedao\toushiche.ini	108	103	4	7b461059
555	53f8bcda	2025-9-7 17:22:35	\setting\map\map_info\yundangongri2\trap\to_mengguwangting2.txt	363	130	4	e6b5f4ca
556	53f9f639	2025-9-3 10:16:5	\setting\map\map_info\linanfu_zhuxi\info.txt	442	316	4	db806219
557	540b5078	2025-9-3 10:16:5	\setting\map\map_info\longhuhuanjing_1_jjc\info.txt	597	381	4	d9b056b
558	5435e977	2025-9-7 17:22:35	\setting\map\map_info\dunhuanggucheng\trap\to_wangukuwang2.txt	363	126	4	6e4e4a4
559	544f5e8f	2025-9-3 10:16:9	\setting\downloader\reslist\map\xiaoyaogu_lv1\element_res.txt	15927	2867	4	96ebe37d
560	546d098c	2025-9-3 10:16:2	\setting\task\xiakedaily\taskini.txt	2252	812	4	4789a00e
561	54825742	2025-9-7 17:22:35	\setting\map\map_info\qingluodao\trap\qinggong_right.txt	69	59	4	ee3785af
562	54c817ec	2025-9-7 17:22:29	\setting\autoupdatever.ini	83	83	0	acb3e1f9
563	54cd5623	2025-9-3 10:16:5	\setting\map\map_info\fenmingtangshi2\info.txt	464	338	4	2d97e09d
564	55713a27	2025-9-7 17:22:35	\setting\map\map_info\hl_yl_pingmin\npc\meinv.txt	125	95	4	7446ee96
565	55b53332	2025-9-7 17:22:30	\setting\player\res\m_wind_leftwind_info.txt	2894	459	4	75d5c6fa
566	55eccd04	2025-9-3 10:16:9	\setting\downloader\reslist\map\huanggongqinshi\element_res.txt	945	291	4	eec2b1d4
567	55fdc0ac	2025-9-3 10:16:9	\setting\downloader\reslist\map\tiefucheng_3\element_res.txt	2546	613	4	fd553bb0
568	562b3987	2025-9-3 10:16:4	\setting\map\map_info\baihutangerceng_yin_1\info.txt	396	306	4	958408ff
569	56317d05	2025-9-3 10:16:5	\setting\map\map_info\yelangjiuxu\info.txt	2459	775	4	5a6ae42a
570	56b8fe9a	2025-9-7 17:22:35	\setting\map\map_info\wangukuwang\trap\to_suoyunyuan.txt	363	130	4	e6b5f4ca
571	56d05d1e	2025-9-3 10:16:1	\setting\player\reputeiteminfo.txt	12962	3615	4	d6a2a8d2
572	56fbeae1	2025-9-3 10:16:5	\setting\map\map_info\gelou\info.txt	436	313	4	838c3e0f
573	571ccbfc	2025-9-3 10:16:5	\setting\task\treasuremapex\maplist\5StarMaps.txt	270	246	4	a486da5c
574	573dc193	2025-9-7 17:22:30	\setting\player\res\f_weapon_effect_color.txt	951	201	4	c2f42950
575	57acd1f2	2025-9-3 10:16:9	\setting\downloader\reslist\map\changgemen\element_res.txt	15368	2591	4	d27e8826
576	57b59740	2025-9-7 17:22:33	\setting\map\map_info\xiaoyaogu_lv3\info.txt	314	236	4	53bbb222
577	57bd4081	2025-9-7 17:22:33	\setting\downloader\reslist\village\5_15_audio.txt	344	122	4	90eadea1
578	57c0dfdc	2025-9-3 10:16:5	\setting\map\map_info\jianxingfeng_ceng1\info.txt	522	344	4	f863ee77
579	57cecbd9	2025-9-3 10:16:5	\setting\map\map_info\shunanzhuhai\info.txt	3071	896	4	8b6a039c
580	57d26228	2025-9-7 17:22:34	\setting\map\map_info\caishiji\npc\shensheshou.txt	629	350	4	b607ac00
581	57f4097d	2025-9-3 10:16:9	\setting\downloader\reslist\map\qinshihuangling_5\element_res.txt	4369	1025	4	17074cb
582	57fba0c8	2025-9-3 10:16:1	\setting\player\lableedit.txt	242	208	4	84aeec28
583	57fec025	2025-9-3 10:16:9	\setting\item\001\equip\general\mask.txt	60280	5087	4	1d97b36c
584	584a6762	2025-9-7 17:22:33	\setting\map\map_info\xiaoyaogu_lv2\info.txt	399	242	4	6e1eee22
585	58622d27	2025-9-3 10:16:5	\setting\map\map_info\luweidang_1\info.txt	1185	498	4	6969c1a1
586	587e3557	2025-9-3 10:16:4	\setting\map\map_info\baihutangyiceng_nan_2\info.txt	387	295	4	8ff1ea81
587	589430ae	2025-9-3 10:16:5	\setting\npc\droprate\gaojidadao\yunxueshan.txt	1235	432	4	afce21a9
588	589ac911	2025-9-3 10:16:5	\setting\map\map_info\qingluodao_cang3\info.txt	391	297	4	6c76ba4b
589	58d6cfbe	2025-9-7 17:22:35	\setting\map\map_info\shihunwushu2\trap\to_taohuayuan2.txt	363	130	4	e6b5f4ca
590	58da5656	2025-9-3 10:16:0	\setting\ibshop\warelist.txt	38279	9526	4	488eba6d
591	58de0311	2025-9-7 17:22:35	\setting\map\map_info\dunhuanggucheng\trap\to_wangukuwang1.txt	363	125	4	2da5b1de
592	58fc9114	2025-9-3 10:16:5	\setting\map\map_info\fuliudong\info.txt	2420	727	4	e1949136
593	5996e801	2025-9-3 10:16:13	\setting\npc\droprate\treasuremap\level2\boss_normal.txt	6464	1400	4	2214722a
594	59aae12c	2025-9-3 10:16:9	\setting\downloader\reslist\map\baihuagu\element_res.txt	5774	1221	4	6e68ea90
595	59d190de	2025-9-3 10:16:9	\setting\downloader\reslist\map\blank\element_res.txt	60	60	0	ef7f0dba
596	59df4e91	2025-9-3 10:16:5	\setting\map\map_info\tianlongsi_shinei\info.txt	2961	769	4	645f7ac4
597	5a1ed46a	2025-9-3 10:16:5	\setting\task\treasuremapex\maplist\0starmaps.txt	135	135	0	4d8ddf1c
598	5a3146eb	2025-9-3 10:16:9	\setting\downloader\reslist\map\daoxiangcun\element_res.txt	15999	3069	4	baeb3874
599	5a336b0f	2025-9-12 16:31:59	\setting\scriptvalue\eventmanager.txt	4405	2280	4	d377dd64
600	5a4cc6f8	2025-9-3 10:16:9	\setting\downloader\reslist\map\taozhugongyizhong\element_res.txt	2418	583	4	360554e2
601	5a81c792	2025-9-3 10:16:2	\setting\task\weekednfish\taskini.txt	2460	572	4	6965595a
602	5a83420f	2025-9-3 10:16:5	\setting\map\map_info\yuanshisenlin_2_mwwp\info.txt	547	371	4	c29b6d59
603	5a98ec4a	2025-9-3 10:16:9	\setting\downloader\reslist\map\xiaoyaogu_lv3\element_res.txt	11047	2074	4	91b56dd0
604	5acd3ebb	2025-9-3 10:16:9	\setting\downloader\reslist\map\xiacengzhenfa\element_res.txt	1964	445	4	6150b236
605	5af8c55f	2025-9-3 10:16:5	\setting\map\map_info\menpaijingjichang_gumu\info.txt	1351	448	4	34144324
606	5b004689	2025-9-3 10:16:5	\setting\map\map_info\wangukuliang\info.txt	687	396	4	9834c91c
607	5b216494	2025-9-3 10:16:4	\setting\map\map_info\changgemen_cefang3\info.txt	696	361	4	34c4827a
608	5b2ad638	2025-9-3 10:16:1	\setting\npc\carrier\boat.ini	678	423	4	5b25df7f
609	5b5d5a59	2025-9-7 17:22:33	\setting\item\001\magic\stonevalue.txt	1069	368	4	fc2bd7ba
610	5bbef770	2025-9-7 17:22:30	\setting\player\res\m_armor_shoulder_info.txt	950	371	4	53fc90f2
611	5c218287	2025-9-3 10:16:1	\setting\boss\120smallboss\tu.ini	695	323	4	f2019e2b
612	5c280e67	2025-9-3 10:16:4	\setting\map\map_info\dataosha_zhunbei\info.txt	291	225	4	45f80ef8
613	5c2ae540	2025-9-3 10:16:4	\setting\item\001\zhenyuansetting\attribsetting.txt	5868	1448	4	3281dcf8
614	5c32da31	2025-9-7 17:22:34	\setting\map\map_info\baihutangerceng_yin_1\trap\to_exit.txt	455	158	4	b569193e
615	5c405e6e	2025-9-3 10:16:2	\setting\task\calendar\timeframe.txt	270	188	4	cce86ea5
616	5c496c0c	2025-9-3 10:16:5	\setting\map\map_info\qilianshan\info.txt	3052	898	4	e227a7f6
617	5c99285d	2025-9-3 10:16:9	\setting\downloader\reslist\map\guzhanchang\element_res.txt	6854	1299	4	6507b5d8
618	5cba104e	2025-9-7 17:22:34	\setting\downloader\reslist\map\ercengchuancang\setting_res.txt	1661	208	4	a16af329
619	5cc04442	2025-9-7 17:22:33	\setting\battle\map\pingyuan\shuaiqidian3.txt	112	81	4	f0de59bc
620	5ce32fa3	2025-9-3 10:16:9	\setting\downloader\reslist\map\jimohuashuizhai\element_res.txt	5067	1072	4	7741cb2c
621	5cf8351a	2025-9-3 10:16:9	\setting\downloader\reslist\map\xiaoyaogu_lv5\element_res.txt	23249	3862	4	7981993c
622	5cff740d	2025-9-3 10:16:5	\setting\map\map_info\maowu_1\info.txt	437	316	4	b19d3880
623	5d40ce76	2025-9-3 10:16:9	\setting\downloader\reslist\map\yelangjiuxu\element_res.txt	10420	1960	4	35da77bd
624	5d5a17d4	2025-9-3 10:16:5	\setting\map\map_info\xiaoyaogu_lv1\info.txt	417	275	4	5fd5de23
625	5d5af0bc	2025-9-7 17:22:34	\setting\downloader\reslist\map\xiaoyaogu_lv3\setting_res.txt	30973	2196	4	a6bb4936
626	5d9f76df	2025-9-7 17:22:29	\setting\lifeskill\skills_compose_exp.txt	1152	625	4	45533e50
627	5e7777d2	2025-9-3 10:16:1	\setting\player\accountvalue.txt	614	428	4	a18aa6e8
628	5e77a59b	2025-9-7 17:22:30	\setting\player\res\player_unride.txt	6676	513	4	3a792bc4
629	5e9528d1	2025-9-3 10:16:9	\setting\downloader\reslist\map\yunling\element_res.txt	3286	752	4	8b80cc9c
630	5e9d9da3	2025-9-3 10:16:5	\setting\map\map_info\yuanshisenlin_2_dshk\info.txt	882	458	4	54c81a1
631	5ebf2384	2025-9-7 17:22:33	\setting\map\map_info\fengxiangfu_shinei\info.txt	229	175	4	92bb7e25
632	5ec3688e	2025-9-7 17:22:29	\setting\misc\serverstate.ini	64	64	0	2463ab20
633	5ed51e44	2025-9-7 17:22:33	\setting\downloader\reslist\village\player_base_ride.txt	3725	775	4	a368c9b0
634	5f446fe1	2025-9-3 10:16:9	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_changyong.ini	120	120	0	84633490
635	5f5179b1	2025-9-3 10:16:5	\setting\map\map_info\talin_2_shinei\info.txt	2216	693	4	b5a56ca4
636	5f553f57	2025-9-3 10:16:5	\setting\map\map_info\yundangongchen2\info.txt	464	333	4	47cf4a06
637	5fbf029f	2025-9-3 10:16:4	\setting\task\treasuremap\award_treabox_level2.txt	2396	453	4	90c1cb62
638	5fd28c8a	2025-9-7 17:22:35	\setting\map\map_info\wangukumei\trap\to_chiyoudong.txt	363	130	4	e6b5f4ca
639	5ffa2c25	2025-9-3 10:53:15	\setting\player\title.xml	216597	20341	4	6c6f0fb7
640	606ad843	2025-9-3 10:16:5	\setting\map\map_info\jinguohuangling_2_xzl\info.txt	487	345	4	34d099e0
641	606caa75	2025-9-7 17:22:35	\setting\map\map_info\hunyangdianming1\trap\to_chiyoudong2.txt	363	130	4	e6b5f4ca
642	609c3184	2025-9-3 10:16:5	\setting\task\newcalendar\desc\prestigedesc.txt	2109	621	4	7200dc66
643	60bf8fed	2025-9-7 17:22:35	\setting\map\map_info\zhanchang_pingyuan_yangzhou\trap\daying3_houying3.txt	474	182	4	a7ec2cb3
644	60db2e9d	2025-9-7 17:22:33	\setting\map\map_info\shiguzhen_shinei\info.txt	229	175	4	92bb7e25
645	6117e62f	2025-9-3 10:16:9	\setting\downloader\reslist\map\biluogu\element_res.txt	6492	1431	4	bec1593b
646	6130f074	2025-9-3 10:16:1	\setting\boss\gaojidadao\95boss_huo.ini	1158	443	4	7f61f59e
647	61575b92	2025-9-3 10:16:9	\setting\downloader\reslist\map\qiangfeishanzhai_zhongxing_z\element_res.txt	2072	493	4	3578a7b8
648	61a027b8	2025-9-3 10:16:0	\setting\audio\ui.txt	537	299	4	778f800
649	61a99e9c	2025-9-3 10:16:5	\setting\map\map_info\linanfu_pengfu\info.txt	562	359	4	152e1743
650	61c9605f	2025-9-3 10:16:4	\setting\map\map_info\baizushiji\info.txt	1566	587	4	df67296e
651	61c9cf9c	2025-9-3 10:16:9	\setting\downloader\reslist\map\biluogu1\element_res.txt	8180	1723	4	d5a42440
652	62061686	2025-9-7 17:22:29	\setting\task\bossdeathshare.txt	838	337	4	d820725d
653	623f274e	2025-9-7 17:22:34	\setting\downloader\reslist\map\shaolinpai\setting_res.txt	12589	982	4	ae193748
654	628a638c	2025-9-7 17:22:35	\setting\map\map_info\molongdianyun2\trap\to_shennvfeng2.txt	363	130	4	e6b5f4ca
655	62ac330e	2025-9-3 10:16:1	\setting\boss\120smallboss\jin.ini	854	353	4	819a63dd
656	62c6533e	2025-9-7 17:22:30	\setting\downloader\reslist\task_npc_02.txt	2437	397	4	a8e87ee3
657	62daf41e	2025-9-7 17:22:35	\setting\map\map_info\hunyangdianying2\trap\to_sanxiazhandao2.txt	363	130	4	e6b5f4ca
658	62fee633	2025-9-3 10:16:5	\setting\map\map_info\junmachang\info.txt	1573	591	4	13abeff1
659	634755fb	2025-9-7 17:22:34	\setting\map\map_info\dalifu\npc\chengzhan_junguan_dali.txt	237	134	4	e10dc6e3
660	63559c76	2025-9-7 17:22:35	\setting\map\map_info\dayutai\trap\to_wangukuwang1.txt	363	123	4	a76d3edf
661	63a38682	2025-9-3 10:16:1	\setting\npc\npc.txt	1178423	182905	4	eba3135
662	642f1f9d	2025-9-3 10:16:5	\setting\map\map_info\jianxingfeng_ys2\info.txt	521	356	4	87c6c0a1
663	64409988	2025-9-3 10:16:4	\setting\item\001\other\skillitem.txt	8917	1924	4	d4c6dc06
664	6459051e	2025-9-3 10:16:5	\setting\map\map_info\wangukumei1\info.txt	464	336	4	bb4a71a1
665	646074ea	2025-9-3 10:16:5	\setting\map\map_info\jinguohuangling_2_shinei\info.txt	1669	617	4	9503fb87
666	64ae9e73	2025-9-7 17:22:33	\setting\battle\map\pingyuan\daying3yewai.txt	431	225	4	7a14fa7a
667	64cd3ea0	2025-9-7 17:22:35	\setting\map\map_info\linanfu\trap\to_huanggongdadian.txt	769	234	4	d6474c0a
668	65032e2c	2025-9-3 10:16:5	\setting\map\map_info\tiesuozhanqiao_yangzhou\info.txt	513	285	4	ebe39f01
669	654cad27	2025-9-7 17:22:35	\setting\map\map_info\yunuange\trap\to_exit566.txt	265	120	4	68d77b7
670	6558ea64	2025-9-3 10:16:9	\setting\downloader\reslist\map\emeipai\element_res.txt	17317	2883	4	a70b8cb8
671	6575c41f	2025-9-7 17:22:35	\setting\map\map_info\hunyangdianming1\trap\to_chiyoudong1.txt	349	123	4	5d6b0e7a
672	657b3c6f	2025-9-3 10:16:2	\setting\task\merchant\newtype_buyitem.txt	351	306	4	654b8373
673	658d669e	2025-9-3 10:16:1	\setting\partner\persuade.txt	5671	2775	4	7f388a0f
674	65925bd1	2025-9-3 10:16:1	\setting\boss\gaojidadao\muchao.ini	852	363	4	39bc037a
675	660aa1e5	2025-9-7 17:22:30	\setting\downloader\reslist\task_npc_01.txt	6118	759	4	2ab94762
676	6612ff4d	2025-9-7 17:22:34	\setting\map\map_info\baihutangyiceng_dong_2\trap\to_exit.txt	455	158	4	b569193e
677	661d6421	2025-9-7 17:22:35	\setting\map\map_info\hanshuigudu\npc\yipinhong.txt	83	64	4	3de2b1b8
678	6654f03c	2025-9-3 10:16:9	\setting\downloader\reslist\map\shilianshanzhuang2\element_res.txt	11450	2276	4	cefe424c
679	666b7b97	2025-9-3 10:16:9	\setting\downloader\reslist\map\duoduo\element_res.txt	2348	542	4	3f6ec1f1
680	669aa4d0	2025-9-3 10:16:4	\setting\item\001\magic\stoneprop.txt	3646	1398	4	453768a9
681	66a869c8	2025-9-3 10:16:4	\setting\item\001\other\specialbinditem.txt	4871	919	4	3ae2f6e8
682	66b4a0ab	2025-9-3 10:16:0	\setting\misc\weather.ini	1090	476	4	795b5ff9
683	6756dce8	2025-9-3 10:16:9	\setting\downloader\reslist\map\changjianghegu\element_res.txt	7780	1446	4	52bc767d
684	675d259c	2025-9-7 17:22:30	\setting\player\res\f_weapon_leftweapon_info.txt	11844	683	4	a6dda4b6
685	6762a10e	2025-9-7 17:22:35	\setting\map\map_info\linanfu\trap\to_yunuange.txt	97	60	4	66b057a7
686	6764abeb	2025-9-3 10:16:1	\setting\boss\gaojidadao\xingbutou.ini	764	314	4	a7c6c697
687	67823648	2025-9-3 10:16:4	\setting\boss\KinEctype\worldboss\wanlaodian.ini	1192	401	4	5012ae0
688	67a1070f	2025-9-3 10:16:5	\setting\map\map_info\shilianshanzhuang\info.txt	1055	413	4	c1568e5f
689	67ab8672	2025-9-3 10:16:9	\setting\item\001\equip\purple\armor.txt	753619	47540	4	e8e61d22
690	67ac57e7	2025-9-7 17:22:35	\setting\map\map_info\linanfu\trap\to_hanhuanghouqingong.txt	209	85	4	343a5a57
691	67e12b47	2025-9-7 17:22:33	\setting\downloader\reslist\village\image_qingluodao_part.txt	215	115	4	961bef62
692	67e8a404	2025-9-3 10:16:5	\setting\task\calendar\time\menpaijingji.txt	88	88	0	a4d7cc8d
693	67ebad64	2025-9-3 10:16:1	\setting\player\gb_sporttask_def.txt	418	347	4	82286ef
694	67f76ba9	2025-9-3 10:16:5	\setting\map\map_info\juyilou\info.txt	643	371	4	de6013ad
695	67fe968c	2025-9-7 17:22:35	\setting\map\map_info\xueluomenhai1\trap\to_liangshanpo1.txt	349	123	4	5d6b0e7a
696	687cc8bd	2025-9-3 10:16:5	\setting\map\map_info\yanziwu_1_cyx\info.txt	459	336	4	a959b263
697	68d72ac9	2025-9-3 10:16:9	\setting\downloader\reslist\map\baihuazhen\element_res.txt	9445	1769	4	80eefbc4
698	68d7f76d	2025-9-3 10:16:4	\setting\item\001\partnerequip\partneramulet.txt	2617	720	4	9e7d6677
699	68f21115	2025-9-3 10:16:9	\setting\downloader\reslist\map\wanhuagu\element_res.txt	8676	1660	4	5c3720f3
700	6902e56c	2025-9-3 10:16:5	\setting\map\map_info\yanziwu_1_shinei\info.txt	2559	798	4	a4e34dcc
701	6927fb8f	2025-9-3 10:16:5	\setting\map\map_info\mobeicaoyuan\info.txt	3239	847	4	5bc1907
702	694ba299	2025-9-3 10:16:5	\setting\map\map_info\fenmingtangjiao1\info.txt	467	340	4	88342a1e
703	6957a25a	2025-9-7 17:22:30	\setting\player\res\f_armor_lefthand_info.txt	11843	680	4	4fade242
704	696ac277	2025-9-3 10:16:0	\setting\fightskill\specialstate.txt	575	434	4	cd237c18
705	6986f0cc	2025-9-7 17:22:35	\setting\map\map_info\fenmingtangjiao1\trap\to_suoyunyuan1.txt	349	123	4	5d6b0e7a
706	69d6ba0a	2025-9-3 10:16:0	\setting\lifeskill\recipecategorydesc.txt	148	142	4	eacb71a1
707	69fa5ff6	2025-9-3 10:16:1	\setting\player\playerlevelupgift.txt	5530	1970	4	873b2e50
